datetime,difficulty
2021-12-05 00:00:00,2036526866351901
2021-12-04 00:00:00,1957030928930133
2021-12-03 00:00:00,1937322308272128
2021-12-02 00:00:00,1954986703454208
2021-12-01 00:00:00,2020698420558052
2021-11-30 00:00:00,2087959219026148
2021-11-29 00:00:00,2186301562421248
2021-11-28 00:00:00,2245260010149205
2021-11-27 00:00:00,2282774044082176
2021-11-26 00:00:00,2357382994722816
2021-11-25 00:00:00,2351331863021341
2021-11-24 00:00:00,2339108028182983
2021-11-23 00:00:00,2290536123727872
2021-11-22 00:00:00,2284509598609863
2021-11-21 00:00:00,2272231778418688
2021-11-20 00:00:00,2278711720848043
2021-11-19 00:00:00,2474807400595456
2021-11-18 00:00:00,2525226021683200
2021-11-17 00:00:00,2575644642770944
2021-11-16 00:00:00,2537915323602262
2021-11-15 00:00:00,2511572410127702
2021-11-14 00:00:00,2484887688839168
2021-11-13 00:00:00,2380885294375822
2021-11-12 00:00:00,2296868516134912
2021-11-11 00:00:00,2209060385339620
2021-11-10 00:00:00,2124160543926955
2021-11-09 00:00:00,2076938810163200
2021-11-08 00:00:00,2277782009559268
2021-11-07 00:00:00,2368585701086550
2021-11-06 00:00:00,2510331075100672
2021-11-05 00:00:00,2600546564891534
2021-11-04 00:00:00,2640614076186624
2021-11-03 00:00:00,2694696841248768
2021-11-02 00:00:00,2651704218615808
2021-11-01 00:00:00,2600572931218546
2021-10-31 00:00:00,2431913562210304
2021-10-30 00:00:00,2269225211833003
2021-10-29 00:00:00,2117812403306496
2021-10-28 00:00:00,2081172216261291
2021-10-27 00:00:00,2213766446623403
2021-10-26 00:00:00,2491647967363072
2021-10-25 00:00:00,2706665960665543
2021-10-24 00:00:00,2815184185152854
2021-10-23 00:00:00,3018893857652736
2021-10-22 00:00:00,3024891749655438
2021-10-21 00:00:00,3042237004906496
2021-10-20 00:00:00,2928274223369785
2021-10-19 00:00:00,2803852003420843
2021-10-18 00:00:00,2563358172992854
2021-10-17 00:00:00,2192895768876373
2021-10-16 00:00:00,2251028151227733
2021-10-15 00:00:00,2676194122137600
2021-10-14 00:00:00,3025254167347200
2021-10-13 00:00:00,3346389408940032
2021-10-12 00:00:00,3579797020548210
2021-10-11 00:00:00,3766523109834752
2021-10-10 00:00:00,3866454471824726
2021-10-09 00:00:00,3917998016430080
2021-10-08 00:00:00,3565887739133952
2021-10-07 00:00:00,3260459789465828
2021-10-06 00:00:00,2876714065592320
2021-10-05 00:00:00,2800929218523591
2021-10-04 00:00:00,3055196710808235
2021-10-03 00:00:00,3397263296561152
2021-10-02 00:00:00,3981735808321309
2021-10-01 00:00:00,4104524151128064
2021-09-30 00:00:00,4617844862659243
2021-09-29 00:00:00,4710410892607488
2021-09-28 00:00:00,4888727376276139
2021-09-27 00:00:00,4962151810727936
2021-09-26 00:00:00,4477351948830493
2021-09-25 00:00:00,4039923309419634
2021-09-24 00:00:00,3607021147972494
2021-09-23 00:00:00,3478048261042631
2021-09-22 00:00:00,3631992326440733
2021-09-21 00:00:00,4041358067105792
2021-09-20 00:00:00,4253289649187499
2021-09-19 00:00:00,4477331607388160
2021-09-18 00:00:00,4646790436836693
2021-09-17 00:00:00,4709732287774720
2021-09-16 00:00:00,4904666536782507
2021-09-15 00:00:00,4843734134015772
2021-09-14 00:00:00,4528729481019392
2021-09-13 00:00:00,4066371002200519
2021-09-12 00:00:00,3700759017990827
2021-09-11 00:00:00,3475833280790528
2021-09-10 00:00:00,3378695884505088
2021-09-09 00:00:00,3396301223886848
2021-09-08 00:00:00,3507106369328470
2021-09-07 00:00:00,3519614745750187
2021-09-06 00:00:00,3479176912830464
2021-09-05 00:00:00,3630108506062848
2021-09-04 00:00:00,3650443028725760
2021-09-03 00:00:00,3665561313607680
2021-09-02 00:00:00,3864063248782678
2021-09-01 00:00:00,3891810884998486
2021-08-31 00:00:00,3920244284325888
2021-08-30 00:00:00,3892443855803734
2021-08-29 00:00:00,3877886332589398
